company,site,permit,activity_reference,is_shellfishery,is_bathing_beach,spill_duration,spill_count,reporting_coverage_pct,comments
Severn Trent Water,DUFFIELD Sewage Treatment Works (DUFFIELD (Sewage Treatment Works)),T/44/08090/R,A2,,,8085.34,360.0,99.95,Maintenance issues have been identified at this site and maintenance tasks are scheduled to improve data quality for next year's return.
Severn Trent Water,DUNCHURCH (STW),S/12/26162/R,A2,,,428.3,30.0,100.0,2020
Severn Trent Water,DUNKIRK - LENTON LANE/FINCH CLOSE (SPS),T/63/08812/O,Single Discharge,,,24.65,25.0,92.89,2020
Severn Trent Water,DUNSTALL HILL - COXWELL AVENUE (CSO),S/06/56045/O,Single Discharge,,,2.52,4.0,99.98,
Severn Trent Water,DUNSTON A449 TERMINAL PUMPING STN (DUNSTON - A449 (TPS)),T/03/02843/O,A1,,,1782.55,76.0,100.0,
Severn Trent Water,DURHAM AVE/SUFFOLK AVE JCN SSO (CHADDESDEN - DURHAM AVE (CSO)),T/48/22377/O,Single Discharge,,,6.42,16.0,99.97,
Severn Trent Water,Durham Street/Wiltshire Road,No known permit reference,Single Discharge,,,1.1,2.0,99.82,2020
Severn Trent Water,DURSLEY - LISTERS CAR PARK (CSO),S/20/26173/O,Single Discharge,,,19.15,12.0,99.98,
Severn Trent Water,DYMOCK (STW),S/21/26719/R,A2,,,32.03,7.0,100.0,2020
Severn Trent Water,EARL SHILTON (STW),T/50/45319/R,A2,,,23.9,6.0,100.0,2020
Severn Trent Water,EARL SHILTON (STW),T/50/45319/R,A3,,,3.34,5.0,100.0,2020
Severn Trent Water,EASENHALL - RUGBY ROAD (SPS),S/10/12219/O,A1,,,0.0,0.0,100.0,2020
Severn Trent Water,EAST BRIDGFORD - SPRINGDALE LANE (SPS),T/67/40161/O,A1,,,92.05,17.0,99.98,2020
Severn Trent Water,EAST BRIDGFORD Sewage Treatment Works (EAST BRIDGFORD (Sewage Treatment Works)),T/64/45552/R,A2,,,2774.48,254.0,99.96,Maintenance issues have been identified and resolved at this site.
Severn Trent Water,EAST BUTTERWICK - CHAPEL LANE (TPS),T/82/12009/R-2,A1,,,0.0,0.0,99.94,2020
Severn Trent Water,EAST LEAKE - GOTHAM ROAD (TPS),T/58/45986/O,Single Discharge,,,347.95,34.0,99.98,
Severn Trent Water,EAST LEAKE - GOTHAM ROAD (TPS),No known permit reference,Single Discharge,,,29.01,12.0,100.0,2020
Severn Trent Water,EAST LEAKE (STW),T/58/45986/R,A2,,,715.24,58.0,99.88,2020
Severn Trent Water,EAST MARKHAM (STW),T/69/45785/R,A2,,,0.0,0.0,100.0,2020
Severn Trent Water,EASTERN GREEN - UNICORN LANE (CSO),S/11/05068/O,Single Discharge,,,0.02,1.0,100.0,2020
Severn Trent Water,EASTERN MAIN RELIEF Sewer - Storm (Eastern Main Relief Sewer Sso),T/53/00442/O,A1,,,144.73,42.0,95.89,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,EASTON AVENUE/NETHERSTOWE LANE (LICHFIELD - EASTERN AVENUE 1 (CSO)),T/07/36393/O,Single Discharge,,,0.0,0.0,97.71,
Severn Trent Water,EASTWOOD - CHURCH STREET 118 (CSO),T/61/45051/O,Single Discharge,,,4.92,4.0,100.0,2020
Severn Trent Water,EASTWOOD - MANSFIELD ROAD (CSO),T/61/02559/O-2,Single Discharge,,,7.65,10.0,100.0,2020
Severn Trent Water,EATON - DISTRICT (SPS),T/65/40325/O,A1,,,723.17,36.0,99.93,2020
Severn Trent Water,ECCLESHALL AND STURBRIDGE (STW),T/02/35657/R,A2,,,1249.33,65.0,100.0,2020
Severn Trent Water,ECKINGTON PUMPING STATION (ECKINGTON - MILL LANE (SPS)),S/17/26702/O,Single Discharge,,,107.49,13.0,100.0,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,EDALE (STW),T/38/45929/R,A2,,,745.96,84.0,99.75,2020
Severn Trent Water,EDGBASTON - FREDERICK ROAD (CSO),T/09/35289/O,Single Discharge,,,2.11,6.0,99.99,
Severn Trent Water,EDGMOND (STW),S/04/56016/R,A2,,,460.15,32.0,99.99,2020
Severn Trent Water,EDINGLEY - STATION ROAD (SPS),TSC3920,A1,,,74.65,11.0,99.91,2020
Severn Trent Water,EDWARD STREET STORM OVERFLOW (BALSALL HEATH - EDWARD ROAD (CSO)),T/09/21428/O,Single Discharge,,,0.22,1.0,93.38,An addendum of data will be submitted for this site as per the covering email on submission.
Severn Trent Water,EDWINSTOWE - BOY LANE (SSO),T/70/03120/O-2,Single Discharge,,,5.11,2.0,99.99,
Severn Trent Water,EDWINSTOWE - FOURTH AVENUE (CSO),T/70/07146/O,Single Discharge,,,36.08,30.0,99.98,
Severn Trent Water,EDWINSTOWE (STW),T/70/45573/R,A2,,,75.58,13.0,99.99,2020
Severn Trent Water,EJECTOR STATION AT APEDALE (Apedale Rd N-U-Lyme Ps),T/01/01887/O,A1,,,0.0,0.0,99.83,
Severn Trent Water,ELFORD WASTEWATER TREATMENT WORKS (ELFORD (Sewage Treatment Works)),T/22/35591/R,A2,,,576.39,94.0,100.0,
Severn Trent Water,ELLERDINE (STW),S/04/55874/O,A2,,,0.05,1.0,100.0,2020
Severn Trent Water,ELLESMERE - OSWESTRY RD/BEECH DR (CSO),S/03/50085/O,Single Discharge,,,82.4,47.0,99.98,
Severn Trent Water,ELLWOOD - HOLLY LANE (SPS),S/20/26859/O,A1,,,0.0,0.0,100.0,2020
Severn Trent Water,ELMESTHORPE - BOSTOCK CLOSE PS (CSO),T/50/03632/O-1,A1,,,239.85,45.0,99.99,
Severn Trent Water,ELMHURST SEWAGE TREATMENT WORKS (ELMHURST (Sewage Treatment Works)),T/07/35741/R,A2,,,4665.89,255.0,92.84,
Severn Trent Water,ELSTON (STW),T/67/45596/R,A2,,,112.58,46.0,99.92,2020
Severn Trent Water,ELTON (STW),T/65/45931/R,A2,,,0.0,0.0,100.0,2020
Severn Trent Water,ENDERBY - BLABY ROAD (CSO),DT/8037,Single Discharge,,,5.66,4.0,99.99,
Severn Trent Water,ENDERBY - FOXHUNTER JUBILEE PARK (TPS),T/50/07645/O-2,A1,,,7.62,3.0,81.41,Maintenance issues have been identified and resolved at this site.
Severn Trent Water,ENDON (STW),T/30/35824/R,A2,,,1393.38,86.0,99.98,2020
Severn Trent Water,ENDSOR SEWAGE P S (EDENSOR (SPS)),T/38/40241/O,A1,,,298.28,31.0,69.8,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission.
Severn Trent Water,ENVILLE SEWAGE PUMPING STATION (Enville St Lowndes Rd PS),S/06/09103/O,Single Discharge,,,513.18,22.0,100.0,
Severn Trent Water,EPWORTH (STW),T/83/45777/R,A2,,,17.83,6.0,100.0,2020
Severn Trent Water,ERDINGTON - CLARENCE ROAD 54 (CSO),T/08/30222/O,Single Discharge,,,0.08,2.0,99.95,
Severn Trent Water,Erewash Sq Ilkeston Cso,T/61/45158/O,Single Discharge,,,0.0,0.0,99.98,
Severn Trent Water,ETRURIA - ETRURIA ROAD 457 (CSO),T/01/22640/O,Single Discharge,,,0.0,0.0,97.11,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,ETRURIA VALE 1 (CSO),T/01/01822/O,Single Discharge,,,0.18,1.0,25.63,Further investigation to be undertaken and maintenance to be scheduled accordingly.
Severn Trent Water,ETRURIA VALE 2 (CSO),T/01/02020/B,Single Discharge,,,2.82,10.0,99.96,
Severn Trent Water,ETTINGTON WORKS (STW),S/13/25835/R,A2,,,45.74,27.0,100.0,2020
Severn Trent Water,ETWALL (STW),T/36/46320/R,Single Discharge,,,54.77,14.0,99.92,2020
Severn Trent Water,EVESHAM - AVON ST/BLIND LANE (CSO),S/17/21586/O,Single Discharge,,,107.19,61.0,99.98,
Severn Trent Water,EVESHAM - BATTLETON SYPHON 15 (CSO),S/17/23078/O,A1,,,139.24,30.0,87.65,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,EVESHAM - BURFORD ROAD 8&9 (CSO),S/17/05968/O,Single Discharge,,,0.95,8.0,87.4,An addendum of data will be submitted for this site as per the covering email on submission.
Severn Trent Water,EVESHAM - HAMPTON SYPHON 19 (CSO),S/17/21990/O,A1,,,160.06,17.0,73.54,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission.
Severn Trent Water,EVESHAM - LOWER LEYS 10 (CSO),S/17/26187/O,Single Discharge,,,12.98,4.0,99.98,
Severn Trent Water,EVESHAM - PERSHORE RD (CSO),S/18/20357/O,Single Discharge,,,129.43,31.0,99.0,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,EVESHAM - WATERSIDE (CSO),S/17/23194/O,Single Discharge,,,11.43,7.0,99.5,
Severn Trent Water,EVESHAM/HAMPTON PARKS Sewage Treatment Works (EVESHAM (Sewage Treatment Works)),S/17/26427/R,A2,,,404.23,56.0,99.98,
Severn Trent Water,EVINGTON - GWENDOLEN ROAD (CSO),T/53/21447/O,Single Discharge,,,0.0,0.0,100.0,
Severn Trent Water,FALLOWFIELD ROAD STORM OVERFLOW (HALESOWEN - FALLOWFIELD ROAD (CSO)),S/06/21187/O,Single Discharge,,,7.13,3.0,98.49,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,Farm Lane South Littleton PS,S/16/26059/O,Single Discharge,,,327.71,20.0,98.53,2020
Severn Trent Water,FARM STREET STORM OVERFLOW (HOCKLEY - HUNTERS VALE (CSO)),T/09/22111/O,Single Discharge,,,42.28,37.0,99.4,
Severn Trent Water,FARNDON - CHAPEL LANE (TPS),TSC3221,A1,,,0.0,0.0,92.59,2020
Severn Trent Water,FARNDON (STW),T/67/45555/R,A2,,,17.98,7.0,100.0,2020
Severn Trent Water,FARNSFIELD (STW),T/64/45766/R,A2,,,51.82,10.0,64.91,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission. 2020
Severn Trent Water,FARNSFIELD (STW),T/64/45766/R,A3,,,19.81,10.0,100.0,2020
Severn Trent Water,FEATHERSTONE - BROOKHOUSE LANE (CSO),T/03/02756/O & T/03/08968/O,Single Discharge,,,569.96,43.0,93.12,
Severn Trent Water,FENNY COMPTON (STW),S/12/25307/R,A2A,,,1539.95,141.0,100.0,2020
Severn Trent Water,FENNY COMPTON (STW),S/12/25307/R,A2B,,,82.79,9.0,100.0,2020
Severn Trent Water,FENNY DRAYTON (SPS),T/19/12086/O,A1,,,105.69,39.0,100.0,2020
Severn Trent Water,FENTON - SMITHPOOL ROAD (CSO),T/01/35899/O,Single Discharge,,,1.84,9.0,99.9,
Severn Trent Water,FENTON - WILLIAM STREET (CSO),T/01/35844/O,Single Discharge,,,79.51,9.0,99.98,
Severn Trent Water,FERNHILL HEATH - KENNELS LANE (TPS),S/07/12223/O,A1,,,24.1,12.0,100.0,
Severn Trent Water,FIELD ADJ TO CHURCH STREET (BROSELEY - CHURCH ST (FIELD 7365) (SO)),S/02/55701/O,Single Discharge,,,10.76,7.0,99.99,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,FILLONGLEY - TAMWORTH ROAD (SPS),T/15/35298/O,A1,,,115.07,32.0,99.86,2020
Severn Trent Water,FINCHFIELD - CASTLECROFT LANE (SPS),S/06/55921/O,Single Discharge,,,48.97,7.0,99.99,
Severn Trent Water,FINCHFIELD - LINDEN LEA (SPS),TSC3572,A1,,,2.49,3.0,99.7,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission. 2020
Severn Trent Water,FINCHFIELD HILL/WHITE OAK DRIVE SSO (COMPTON - FINCHFIELD HILL (CSO)),S/06/20898/O,Single Discharge,,,0.05,1.0,43.4,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission.
Severn Trent Water,FINDERN - COMMON PIECE LANE (CSO),T/36/21115/O,Single Discharge,,,15.04,11.0,99.99,
Severn Trent Water,FINDERN (STW),T/36/45583/R,A2,,,26.08,4.0,96.85,2020
Severn Trent Water,FINDERN (STW),T/36/45583/R,A3,,,1.46,3.0,100.0,2020
Severn Trent Water,FINDON CLOSE SEWAGE PUMPING STATION (BULKINGTON - FINDON CLOSE (SPS)),T/19/35397/O,A1,,,623.03,65.0,100.0,
Severn Trent Water,FINNINGLEY (STW),T/82/45638/R,A2,,,15.28,68.0,99.83,2020
Severn Trent Water,FIVE WAYS - SPRING STREET (CSO),DT/9835,Single Discharge,,,0.0,0.0,97.48,2020
Severn Trent Water,FLECKNEY (STW),T/51/45576/R,A2,,,331.76,47.0,99.39,2020
Severn Trent Water,FLINTHAM - MAIN STREET (SPS),T/67/22142/O,A1,,,0.0,0.0,100.0,2020
Severn Trent Water,FLINTHAM (STW),T/67/45832/R,A2,,,102.51,15.0,100.0,2020
Severn Trent Water,Floyer Road Bordesley Green,No known permit reference,Single Discharge,,,0.0,0.0,11.08,An addendum of data will be submitted for this site as per the covering email on submission. 2020
Severn Trent Water,FLYFORD FLAVELL STW (STW),S/17/26537/R,A2,,,427.3,35.0,99.91,2020
Severn Trent Water,FOLEY ROAD (LONGTON - FOLEY ROAD (CSO)),T/01/21117/O,Single Discharge,,,0.31,3.0,63.75,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission.
Severn Trent Water,FOREST TOWN - MAIN AVENUE (CSO),T/70/40313/O,Single Discharge,,,13.05,23.0,99.85,2020
Severn Trent Water,FOREST TOWN - NEWLANDS FARM (CSO),T/70/46400/O,Single Discharge,,,112.54,20.0,99.81,2020
Severn Trent Water,FORTON (STW),S/04/55545/R,A2,,,0.0,0.0,100.0,2020
Severn Trent Water,FOXHILL ROAD CSO (CARLTON - WORTH ST/FOXHILL RD (CSO)),TSC2178,Single Discharge,,,5276.71,261.0,99.88,Maintenance issues have been identified and resolved at this site.
Severn Trent Water,FOX'S LN/CROWN ST - STORM O/F (DUNSTALL HILL - FOXS LA/CROWN ST (CSO)),S/06/08871/O,Single Discharge,,,0.82,1.0,100.0,
Severn Trent Water,FOXTON ROAD/WARD END PARK ROAD CSO (WASHWOOD HEATH - FOXTON ROAD (CSO)),T/10/12295/O,Single Discharge,,,17.36,30.0,99.96,
Severn Trent Water,FRAMPTON (STW),S/20/26558/R,A2,,,2276.38,146.0,100.0,2020
Severn Trent Water,FRANKTON - MANOR FARM (SPS),S/12/09044/O,A1,,,14.2,2.0,99.88,2020
Severn Trent Water,FRANKTON (STW),S/12/25970/R,A2,,,1418.91,78.0,100.0,2020
Severn Trent Water,FRANKWELL - WHITE HORSE PASSAGE (CSO),S/02/55709/O,Single Discharge,,,0.01,1.0,99.99,
Severn Trent Water,FREEBY (STW),T/54/45286/R,A2,,,495.38,166.0,100.0,2020
Severn Trent Water,FRIARY AVENUE/BIRMINGHAM ROAD CSO (LICHFIELD - BIRMINGHAM ROAD (CSO)),T/22/35822/O,Single Discharge,,,93.9,12.0,91.57,
Severn Trent Water,FRITCHLEY (STW),T/41/45541/R,A2,,,569.45,58.0,99.99,2020
Severn Trent Water,FRITCHLEY (STW),T/41/45541/R,A3,,,44.09,14.0,100.0,2020
Severn Trent Water,FROGHALL (STW),T/30/35538/R,A2,,,1271.7,75.0,100.0,2020
Severn Trent Water,FROGHALL (STW),T/30/35538/R,A3,,,75.03,21.0,100.0,2020
Severn Trent Water,FROLESWORTH (STW),T/50/45550/R,A2,,,47.04,11.0,99.99,2020
Severn Trent Water,FURLONG ROAD COMBINED STORM O'FLOW (TUNSTALL - GREENWAY (CSO)),T/01/35830/O,Single Discharge,,,20.07,14.0,99.81,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,FURNACE END Sewage Treatment Works (FURNACE END (Sewage Treatment Works)),T/15/35597/R,A2,,,0.0,0.0,99.41,
Severn Trent Water,GADDESBY - NETHER END (TPS),T/55/45578/O,Single Discharge,,,215.53,39.0,98.58,2020
Severn Trent Water,GAINSBOROUGH Sewage Treatment Works (GAINSBOROUGH - LEA ROAD (Sewage Treatment Works)),T/69/45776/R,A2,,,0.95,1.0,100.0,
Severn Trent Water,GANNICOX ROAD STORM OVERFLOW (STROUD - GANNICOX ROAD 2 (CSO)),S/22/21189/O,Single Discharge,,,1393.12,59.0,86.21,Maintenance issues have been identified and resolved at this site. For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,GARNER STREET ETRURIA (ETRURIA - GARNER STREET (CSO)),T/01/21052/O,Single Discharge,,,279.63,47.0,99.94,
Severn Trent Water,GAULBY (STW),T/51/45532/R,A2,,,781.3,104.0,100.0,2020
Severn Trent Water,GAWNE LANE STORM OVERFLOW (CRADLEY HEATH - GAWNE LANE (CSO)),S/06/21065/O,Single Discharge,,,105.89,28.0,99.94,
Severn Trent Water,"GERRARD CLOSE,LOZELLS (LOZELLS - GERRARD CLOSE (CSO))",T/09/21293/O,Single Discharge,,,0.06,1.0,99.61,
Severn Trent Water,GILBERTS END (SPS),S/08/25189/O,Single Discharge,,,366.39,33.0,100.0,2020
Severn Trent Water,GLASCOTE - NEW STREET (CSO),T/21/03151/O,Single Discharge,,,19.26,9.0,79.51,Maintenance issues have been identified and resolved at this site. For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,GLASTONBURY RD COMBINED STORM of LOW (YARDLEY WOOD - 38 GLASTONBURY RD (CSO)),T/12/36476/O,Single Discharge,,,8.82,23.0,99.6,
Severn Trent Water,Glebe Farm PS,S/17/23088/O,A1,,,0.0,0.0,69.0,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission. 2020
Severn Trent Water,GLEN PARVA - SOUTHFIELD CLOSE (SPS),T/52/03045/O-1,A1,,,112.01,16.0,81.6,Maintenance issues have been identified and resolved at this site.
Severn Trent Water,GLENFIELD - LEICESTER ROAD (CSO),T/56/02605/O-2,Single Discharge,,,0.48,1.0,90.91,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,GLENFIELD - STAMFORD ST (CSO),T/56/02605/O-5,Single Discharge,,,106.35,53.0,73.37,Maintenance issues have been identified and resolved at this site. For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,GLENFIELD - STAMFORD STREET (CSO),T/56/02605/O-9,Single Discharge,,,1307.33,137.0,65.17,Maintenance issues have been identified and resolved at this site. For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,GLENFIELD - STATION ROAD (CSO),T/56/02605/O-8,Single Discharge,,,0.0,0.0,90.65,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,GLOUCESTER NETHERIDGE Sewage Treatment Works (NETHERIDGE (Sewage Treatment Works)),S/20/26440/R,A2,,,676.81,94.0,99.93,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,GLOUCESTER NETHERIDGE Sewage Treatment Works (NETHERIDGE (Sewage Treatment Works)),S/20/26440/R,A3,,,0.0,0.0,0.0,Further investigation to be undertaken and maintenance to be scheduled accordingly. 2020
Severn Trent Water,GOADBY MARWOOD - KEMPS LANE (TPS),T/54/07710/O-5,A1,,,37.96,4.0,92.05,2020
Severn Trent Water,GOBOWEN - FERNHILL LANE (SPS),S/03/55151/O,Single Discharge,,,0.0,0.0,99.99,2020
Severn Trent Water,GOLDEN HILLOCK ROAD STORM OVERFLOW (SMALL HEATH - GOLDEN HILLOCK ROAD (CSO)),T/12/36422/O,Single Discharge,,,8.24,11.0,99.39,
Severn Trent Water,GOMS MILL (DRESDEN - KIMBERLEY STREET (CSO)),T/01/30035/O,Single Discharge,,,36.58,38.0,100.0,
Severn Trent Water,GOSCOTE - HILDICKS CRESCENT (CSO),T/08/36219/O,Single Discharge,,,0.0,0.0,99.99,
Severn Trent Water,GOSCOTE (STW),T/08/36220/R,A2,,,63.98,8.0,100.0,2020
Severn Trent Water,GOTHAM WASTEWATER TREATMENT WORKS (GOTHAM (Sewage Treatment Works)),T/62/46338/R,A2,,,104.42,7.0,99.88,
Severn Trent Water,GRACEDIEU - LOUGHBOROUGH ROAD (SPS),T/57/03613/O,A1,,,125.2,22.0,98.6,2020
Severn Trent Water,GREASLEY ROAD CSO (ABBEY HULTON - GREASLEY ROAD 3 (CSO)),T/01/35799/O,Single Discharge,,,2.82,10.0,99.98,
Severn Trent Water,GREAT BARR - HAMSTEAD RD/WALCOT DR (CSO),T/08/12277/O,Single Discharge,,,0.38,1.0,99.99,
Severn Trent Water,GREAT BOLAS (STW),S/04/55714/O,A2,,,706.24,86.0,99.36,2020
Severn Trent Water,GREAT BRIDGE - FARLEY STREET (CSO),T/08/21454/O,Single Discharge,,,3.75,6.0,93.58,
Severn Trent Water,GREAT BRIDGE - GREAT BRIDGE ST (CSO),T/08/30062/O,Single Discharge,,,3.4,3.0,99.99,
Severn Trent Water,GREAT BRIDGE - WHITEHALL ROAD (CSO),T/08/21264/O,Single Discharge,,,662.59,35.0,73.53,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission.
Severn Trent Water,Great Bridgeford PS,T/02/30245/O,A1,,,0.0,0.0,99.05,2020
Severn Trent Water,GREAT CHELL - CUMBERBATCH AVENUE (CSO),T/01/35798/O,Single Discharge,,,47.19,42.0,99.93,
Severn Trent Water,GREAT DALBY - MAIN STREET (SPS),T/55/40329/O,A1,,,29.31,8.0,84.22,Maintenance issues have been identified and resolved at this site. 2020
Severn Trent Water,GREAT GLEN - THE NOOK (TPS),T/51/01368/O,A1,,,6347.71,275.0,100.0,Maintenance issues have been identified at this site and maintenance tasks are scheduled to improve data quality for next year's return. 2020
Severn Trent Water,GREAT GLEN (STW),T/51/45910/R,A2,,,438.11,60.0,99.97,2020
Severn Trent Water,GREAT WYRLEY - STATION RD (CSO),T/03/21311/O,Single Discharge,,,71.93,57.0,99.89,
Severn Trent Water,Green Hill Road,No known permit reference,Single Discharge,,,11.38,7.0,100.0,2020
Severn Trent Water,GREEN STREET COMBINED STORM O'FLOW (BIRMINGHAM - GREEN STREET (CSO)),T/09/36504/O,Single Discharge,,,0.0,0.0,100.0,
Severn Trent Water,GREENGATE LANE ESTATE - EMEG O/F (BIRSTALL -QUEENSGATE DRIVE (SPS)),T/56/00953/O,A1,,,5.34,2.0,99.93,
Severn Trent Water,GRENDON WASTEWATER TREATMENT WORKS,T/21/36278/R,A1,,,203.84,29.0,99.94,
Severn Trent Water,GRIFFYDAM - REMPSTONE ROAD (CSO),T/20/03553/O-1,Single Discharge,,,14.41,6.0,99.91,
Severn Trent Water,GRINDLEFORD SEWAGE P S (Grindleford PS),T/38/40242/O,A1,,,404.59,44.0,99.92,
Severn Trent Water,GROBY - BRANTING HILL (CSO),T/56/45416/O,Single Discharge,,,3.77,12.0,87.77,Further investigation to be undertaken and maintenance to be scheduled accordingly.
Severn Trent Water,GROSVENOR RD SSO (BIRCHFIELD - GROSVENOR ROAD (CSO)),T/08/36173/O,Single Discharge,,,11.57,17.0,83.93,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission.
Severn Trent Water,GROSVENOR RD SSO (HANDSWORTH - WELLINGTON ROAD 223 (CSO)),T/08/30193/O,Single Discharge,,,361.71,51.0,99.99,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,GROVE (STW),T/74/45346/R,A2,,,13.05,7.0,100.0,2020
Severn Trent Water,GT WASHBOURNE (STW),S/17/26193/R,A2,,,356.21,42.0,99.98,2020
Severn Trent Water,GUNNESS - DONCASTER ROAD (SPS),T/81/40049/O,A1,,,7.71,6.0,99.88,2020
Severn Trent Water,GUNNESS (STW),T/84/45990/R,A2,,,0.0,0.0,100.0,2020
Severn Trent Water,HADDON ROAD PPG STN - STM/EMEG O.F (BAKEWELL - HADDON ROAD (TPS)),T/38/02091/O,A1,,,1838.2,117.0,99.97,River ingress affecting number of spills being reported at this location.
Severn Trent Water,HALESOWEN - DUDLEY ROAD (CSO),S/06/21185/O,Single Discharge,,,7.28,2.0,82.93,For a proportion of the submission period this monitor has been reporting at a lower than required timestep which affects the data provided. Process improvements have been put in place to resolve this issue for next year's submission.
Severn Trent Water,HALESOWEN ROAD STORM OVERFLOW (OLD HILL - HALESOWEN ROAD (CSO)),S/06/21042/O,Single Discharge,,,0.61,2.0,99.87,
Severn Trent Water,Hall Lane Willington PS,"T/36/45168/O, T/36/12288/O & WQ/7/444V2-2",A1,,,8.4,3.0,99.91,
Severn Trent Water,Halloughton Rd Southwell CSO,T/64/45273/O,Single Discharge,,,31.9,27.0,99.97,
Severn Trent Water,HALLOW (STW),S/09/55973/R,A2,,,362.68,31.0,100.0,2020
Severn Trent Water,HAMMERCLIFFE ROAD STORM OVERFLOW (HUMBERSTONE - HAMMERCLIFFE ROAD (CSO)),T/53/21449/O,Single Discharge,,,11.13,8.0,100.0,
Severn Trent Water,HAMPTON IN ARDEN - MERIDEN ROAD (SPS),T/11/02501/O,A1,,,225.81,37.0,100.0,2020
Severn Trent Water,HAMPTON IN ARDEN - OLD STATION RD (SPS),T/11/02379/O,A1,,,62.51,5.0,48.29,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission. 2020
Severn Trent Water,Hampton on the Hill - Henley Road (SPS),No known permit reference,A1,,,19.55,3.0,99.99,2020
Severn Trent Water,HAMSTEAD PUMPING STATION (GREAT BARR - HAMSTEAD ROAD (SPS)),T/08/02585/O,A1,,,2.63,2.0,99.98,
Severn Trent Water,HANBURY - HANBURY HILL (CSO),T/33/21255/O,Single Discharge,,,0.0,0.0,99.72,
Severn Trent Water,HANBURY (WORCESTERSHIRE) (STW),S/19/25309/R,A2,,,1384.27,76.0,97.79,2020
Severn Trent Water,HANBURY SEWAGE TREATMENT WORKS (HANBURY (STAFFORDSHIRE) (Sewage Treatment Works)),T/33/35725/R,A2,,,12.56,11.0,100.0,
Severn Trent Water,Hands Rd (No143) Heanor CSO,T/61/45630/O,Single Discharge,,,0.46,1.0,89.42,Maintenance issues have been identified and resolved at this site. 2020
Severn Trent Water,Handsacre PS,TSC3400,Single Discharge,,,0.81,2.0,100.0,2020
Severn Trent Water,HANDSWORTH - BACCHUS ROAD OPP 102 (CSO),T/09/09232/O,Single Discharge,,,6.2,10.0,59.92,Maintenance process issues have affected the amount of data available. Process improvements have been put in place to resolve for next year's submission. 2020
Severn Trent Water,HANDSWORTH - GROSVENOR RD (CSO),T/08/30257/O,Single Discharge,,,0.0,0.0,100.0,2020
Severn Trent Water,HANDSWORTH - GROVE LA/ALBERT RD (CSO),T/08/35643/O,Single Discharge,,,0.0,0.0,99.99,
Severn Trent Water,HANDSWORTH - NINEVEH RD 1 (CSO),T/08/35896/O,Single Discharge,,,52.44,4.0,99.93,2020
